text,label
I'll be picking the car up on the 12th in San Jose. I'll need it around a half past 6 in the evening.,GetCarsAvailable
How much will this cost?,GetCarsAvailable
What other options are available?,GetCarsAvailable
How much will that cost?,GetCarsAvailable
What other options are there? I'd like a small car until March 13th.,GetCarsAvailable
That one will work. Can you reserve this for me?,ReserveCar
That is right.,ReserveCar
Can you help me find an apartment in the area with 1 bath.,FindApartment
I want 1 bedroom.,FindApartment
That would be a good choice.,FindApartment
I like to search a small rental car for 1st of march.,GetCarsAvailable
I like to pick it up from Vancouver on 2nd of this month and i need a medium-sized car.,GetCarsAvailable
I like to pick it up from walnut creek around three in the afternoon.,GetCarsAvailable
This is cool.,GetCarsAvailable
"Yes, i like to book the car.",ReserveCar
Fine. this is cool.,ReserveCar
I like to search an apartment there.,FindApartment
I want four bed rooms.,FindApartment
"Yes, this is perfect apartment. That's all i want",FindApartment
find a rental car,GetCarsAvailable
the 8th san francisco intermediate car,GetCarsAvailable
three in the afternoon till 11th of this month,GetCarsAvailable
that is good,GetCarsAvailable
yes I do,ReserveCar
yes that works,ReserveCar
thanks very much,ReserveCar
three works for me,FindApartment
thanks a lot,FindApartment
I need a rental car.,GetCarsAvailable
From about 10 am on March 8th until the 11th of this month.,GetCarsAvailable
From Fremont.,GetCarsAvailable
What'll it cost me in total?,GetCarsAvailable
"Okay, good to know. I'd like to reserve it.",ReserveCar
That is all correct.,ReserveCar
"Okay, great. I also want to find an apartment around the area. Make sure it's furnished and has 1 bath.",ReserveCar
2 bedrooms would be good.,FindApartment
"Okay, good to know. What number can I call? Can I bring my cat there?",FindApartment
"Sounds like a good apartment for me, then. Thanks. I need nothing more right now.",FindApartment
I need to rent a car.,GetCarsAvailable
I would need to pick the car up on the 2nd of March.,GetCarsAvailable
I want to keep it through Sunday this week and I would have to pick it up around afternoon 2 in Concord.,GetCarsAvailable
That one would be good. I want you to hold it for me please.,ReserveCar
You've got it right.,ReserveCar
I need to locate an apartment in the same area.,FindApartment
4 bedrooms would work best for me.,FindApartment
Can you tell me if it is furnished and can you have pets?,FindApartment
"That sounds like a good apartment, you can go now.",FindApartment
I need to find a small rental car.,GetCarsAvailable
I need it the day after tomorrow til the 8th of this month in SF.,GetCarsAvailable
Around afternoon 12:45.,GetCarsAvailable
What is the price?,GetCarsAvailable
Is there one for the 7th of March at 16:30?,GetCarsAvailable
Do you have intermediate?,GetCarsAvailable
"That works, reserve it.",ReserveCar
That works for me.,ReserveCar
I want a 4 bedroom there.,FindApartment
That works for me.,FindApartment
Rent me a car from the 2nd of this month until the 7th of March.,GetCarsAvailable
I am getting it in San Jose.,GetCarsAvailable
I will get it at 2 in the afternoon.,GetCarsAvailable
How much will this cost me?,GetCarsAvailable
That is great. Book me this car.,ReserveCar
That is right.,ReserveCar
Thanks a bunch. Find me an apartment near there.,ReserveCar
I prefer 2 bed rooms.,FindApartment
How can I contact them and do they allow pets?,FindApartment
That is great.,FindApartment
"Hi, i am planning for a trip, I need to find a rental car from 10th of March",GetCarsAvailable
"Okay, i need it till March 11th",GetCarsAvailable
I will be picked up the car around 3 pm,GetCarsAvailable
I need to pick it up from Walnut Creek.,GetCarsAvailable
"Okay, I want a small car, Could you find it for me?",GetCarsAvailable
It seems good for me.,GetCarsAvailable
"Yes, of course, I need to book the car.",ReserveCar
"Yes, you are right.",ReserveCar
"Thanks, i want an apartment on there, could you find it for me?",ReserveCar
The apartment should four bed rooms and three baths.,FindApartment
"Yes, it seems good for me, Thank you very much, bye",FindApartment
I want to rent a car!,GetCarsAvailable
I want the car for March 4th at 12 in the afternoon in Concord.,GetCarsAvailable
Until the 5th of March.,GetCarsAvailable
How much will it cost totally?,GetCarsAvailable
Sounds great. I will reserve this car.,ReserveCar
"Yes, sounds great!",ReserveCar
I want an apartment; a big one with 3 bedrooms and allows pets.,FindApartment
Can you find other apartments?,FindApartment
That apartment sounds great.,FindApartment
Can you find me a rental car today? I need the car until the 5th.,GetCarsAvailable
I prefer to pick the car up at around five in the evening at Concord.,GetCarsAvailable
"I need it from 1st of March and if possible, please find me a medium-sized car.",GetCarsAvailable
That works perfectly fine for me.,ReserveCar
That sounds perfectly fine for me.,ReserveCar
Can you also find an apartment in the area for me?,FindApartment
Just three bedrooms please.,FindApartment
That apartment sounds amazing!,FindApartment
I'll be traveling to the coast soon and I need to find a rental car.,GetCarsAvailable
I need to pick it up around afternoon 3 from SFO and I need it until Friday next week.,GetCarsAvailable
I need to pick up the car on Monday next week.,GetCarsAvailable
How much will it cost in total?,GetCarsAvailable
"Yes, that's fine. Let's reserve this car.",ReserveCar
"Yes, that's perfect.",ReserveCar
I'd also like to find an apartment in that area.,FindApartment
I'm looking for 4 bedrooms.,FindApartment
"Yes, that apartment might work. That's all I need for now.",FindApartment
Find me a rental car for pick up from the Concord on day after tomorrow till the 9th of this month,GetCarsAvailable
"Around 11 o""clock in the morning",GetCarsAvailable
"thats good, please book it",ReserveCar
"Thats right, whats the total cost?",ReserveCar
Find me an apartment in that area,FindApartment
It should have three bed rooms,FindApartment
What is the pet policy and the contact number?,FindApartment
"ok, thats good",FindApartment
Will you find rental car on 8th of this month?,GetCarsAvailable
I'll pick up in San Jose around eleven am. Return it on March 12th.,GetCarsAvailable
Perfect. Reserve this car.,ReserveCar
Fantastic. Total cost?,ReserveCar
Thanks. Will you find an apartment in that area?,ReserveCar
One bed room.,FindApartment
Great. That's all.,FindApartment
I need a rental car.,GetCarsAvailable
I need to pick it up at 9:30 in the morning from Fremont.,GetCarsAvailable
I need it till the 11th of march please.,GetCarsAvailable
I need to pick up on the 7th.,GetCarsAvailable
What else can you find?,GetCarsAvailable
"Sounds good, please make a reservation.",ReserveCar
"Yes that's correct, how much will it be?",ReserveCar
"Thanks, I want to find an apartment in the area.",ReserveCar
I need two bedrooms.,FindApartment
That sounds nice. That's all I need thanks.,FindApartment
I am interested in finding a rental car.,GetCarsAvailable
"I will need to rent the car from next Thursday till 10th of this month, and I want to pick up the car from San Jose.",GetCarsAvailable
I would like to pick up the car around one pm.,GetCarsAvailable
Can you tell me how much it will cost me?,GetCarsAvailable
That seems nice. I want to book this car.,ReserveCar
Yes that is what I want.,ReserveCar
"I appreciate your help very much. I also need to find an apartment in that area, so I will have a place to stay in.",ReserveCar
The apartment I am looking for should have 4 bedrooms.,FindApartment
"This apartment seems a good choice. I appreciate it, that would be all!",FindApartment
I'm looking for an automobile to rent.,GetCarsAvailable
Just from the 5th until March 6th.,GetCarsAvailable
Can I do a 5 pm pick up?,GetCarsAvailable
In San Jose please.,GetCarsAvailable
"Okay, I'll take it.",ReserveCar
"Yes, good. How much does that cost?",ReserveCar
Thanks. I also want to find an apartment please.,ReserveCar
Two bedrooms please.,FindApartment
"Okay, that's good. I'm all set now.",FindApartment
I'd like to rent a car please.,GetCarsAvailable
"Could I pick it up at 5 o""clock in the evening on the 2nd?",GetCarsAvailable
Until next Tuesday and I'd like to pick up in Fremont.,GetCarsAvailable
"Okay, sounds good.",GetCarsAvailable
"Yes, I would.",ReserveCar
"Yes, great. How much is that?",ReserveCar
"I also need an apartment there, something with 3 bathrooms.",FindApartment
Four bedrooms please.,FindApartment
That's a good possibility.,FindApartment
I would like to rent a car.,GetCarsAvailable
I will pick up the car from San Jose and I need the car from next Wednesday till next Thursday.,GetCarsAvailable
I will pick up the car around 3 in the afternoon.,GetCarsAvailable
What is the cost of that rental?,GetCarsAvailable
"Yes, I would like to rent that car.",ReserveCar
"Yes, that sounds good.",ReserveCar
"Thank you, Can you find an apartment in that area?",ReserveCar
I need at least four bedrooms.,FindApartment
"Yes, that apartment sounds good.",FindApartment
I have a trip outside which needs a car on rent. Do you have any>,GetCarsAvailable
I need it till March 14th and wish to get it from San Fran.,GetCarsAvailable
Around 15:00 I am picking it up on the 12th.,GetCarsAvailable
How much will it cost?,GetCarsAvailable
"Good, apt one.",GetCarsAvailable
"Yes, do it please.",ReserveCar
"Fine, thats right.",ReserveCar
Is there any apartment suitable?,FindApartment
I need apartment with one bed room.,FindApartment
That will be fine. Great help.,FindApartment
pick up san jose compact,GetCarsAvailable
afternoon 3:30 10th of march till the 13th,GetCarsAvailable
what is cost?,GetCarsAvailable
11th of this month,GetCarsAvailable
that is good,ReserveCar
yes that works,ReserveCar
one bedroom then,FindApartment
phone number please,FindApartment
find other ones,FindApartment
yes that works,FindApartment
Can you help me find a rental car?,GetCarsAvailable
I'd like to pick it up from San Jose.,GetCarsAvailable
I want to pick it up around evening 4:30 on March 10th.,GetCarsAvailable
Until the 11th of March.,GetCarsAvailable
"That sounds good, please reserve it.",ReserveCar
"Yes, that is correct. What is the total cost?",ReserveCar
Can you help me find an apartment?,FindApartment
Just one bedroom please.,FindApartment
"Yes, that sounds good.",FindApartment
i need a rental car.,GetCarsAvailable
i want to pick it up in fremont around half past 4 in the evening on march 10th.,GetCarsAvailable
i need it by friday next week.,GetCarsAvailable
what's the cost of that?,GetCarsAvailable
"that works, i want to book it.",ReserveCar
yup that works.,ReserveCar
can you find me an apartment too?,FindApartment
i want three bedrooms.,FindApartment
that works for me.,FindApartment
I'd like to look for a rental vehicle.,GetCarsAvailable
I'd like to pick it up at 15:00 in Fremont.,GetCarsAvailable
I require the vehicle from next Monday to the 9th of this month.,GetCarsAvailable
That sounds wonderful.,GetCarsAvailable
"Yeah, I'd like to reserve the vehicle rental.",ReserveCar
"Yeah, that's perfect for me.",ReserveCar
How much does it cost?,ReserveCar
Thank you for your assistance.,ReserveCar
I'd like to look for a residence in that region that allows pets.,FindApartment
The residence ought to have three.,FindApartment
Could you get me alternative residences?,FindApartment
"IS the residence furnished, and can you tell me its contact number?",FindApartment
"Alright, that residence is wonderful. Thank you, that's all.",FindApartment
"Can you find me a rental car, I need it on the 7th of this month?",GetCarsAvailable
The pick up will be in San Jose at three pm.,GetCarsAvailable
The return date for the rental will be on March 9th.,GetCarsAvailable
How much will the rental cost?,GetCarsAvailable
"Sounds good, reserve this car.",ReserveCar
"That sounds good, thanks.",ReserveCar
"What about apartments, can I get an apartment near there that allows pets?",FindApartment
I need three bed rooms.,FindApartment
Anything else you can find?,FindApartment
"That apartment sounds good, thanks.",FindApartment
"Hey, can you help me rent a car? I'm tired of walking.",GetCarsAvailable
I'll need it until March 12th. I'll pick it up in Fremont at morning 11.,GetCarsAvailable
On the 9th of March. Get me a large car please.,GetCarsAvailable
It sounds really good.,GetCarsAvailable
Yes I would.,ReserveCar
Sounds good. How much will it cost?,ReserveCar
Great. Help me find an apartment in the area with two bedrooms and 1 bathroom please.,ReserveCar
Any other apartment available?,FindApartment
"It sounds awesome. Thanks, that's all I need.",FindApartment
I need to rent a car until the 5th of this month.,GetCarsAvailable
From the afternoon 1:30 on the 1st in Concord.,GetCarsAvailable
Alright. Very cool.,GetCarsAvailable
"Yes, please do.",ReserveCar
Yes. What will this run me?,ReserveCar
Great. Now I need an apartment there. Someplace where I can bring my dog.,ReserveCar
4 bedrooms should do.,FindApartment
Nice. Good choice.,FindApartment
I would like to rent a car in Concord.,GetCarsAvailable
I need the car on Saturday this week at 13:30 till 4th of March.,GetCarsAvailable
"Yes, I would like to rent this car.",ReserveCar
"Yes, what is the cost?",ReserveCar
I would like to find an apartment in that area.,FindApartment
I will need three bedrooms.,FindApartment
"Yes, that apartment sounds good. That is all I needed.",FindApartment
Hello! I wish to rent a car from 5th of March and I'll be able to pick it up at afternoon 1:30. Do you have any good cars?,GetCarsAvailable
I wish to pick it up from SFO.,GetCarsAvailable
I wish to rent the car till 6th of this month.,GetCarsAvailable
How much the rental cost will be?,GetCarsAvailable
Do you have any other cars? Am looking for a medium-sized car and I can pick the car half past 10 in the morning.,GetCarsAvailable
do you have any other cars available?,GetCarsAvailable
How much would be the rental cost?,GetCarsAvailable
sounds good. Please can you book this car.,ReserveCar
"Yup, sounds good.",ReserveCar
Please can you help me to find an apartment there?,FindApartment
I wish to have a 4 bed room apartment.,FindApartment
Do they allow pets inside the apartment?,FindApartment
Okay! this apartment looks good. I'm done with.,FindApartment
"Hi there, could you help me search for a rental car for use from the 9th?",GetCarsAvailable
Most likely at six pm.,GetCarsAvailable
I would like to use the car in Walnut Creek until the 10th of this month.,GetCarsAvailable
Are there any alternatives? Would prefer a medium-sized car.,GetCarsAvailable
"Sure, could you make a reservation for this car please?",ReserveCar
"That sounds fine with me, how much does this cost in total?",ReserveCar
"Sure, could you help me find an apartment in that area too?",ReserveCar
Just three will suffice.,FindApartment
Are there any alternative housing?,FindApartment
"That is fine with me, that is all the help I need, thank you.",FindApartment
I would like to rent a car till the 8th of March.,GetCarsAvailable
I need the car on March 5th I will pick it up at quarter to 7 in the evening in San Jose.,GetCarsAvailable
What is the cost of that car?,GetCarsAvailable
Is there a medium-sized car I can pick up at morning 10.,GetCarsAvailable
That sounds good. I would like to rent that car.,ReserveCar
"Yes, that is perfect.",ReserveCar
I would like to find an apartment in that area.,FindApartment
I would need 3 bedrooms.,FindApartment
Is the apartment furnished and pet-friendly?,FindApartment
Can you find another apartment that has 3 baths?,FindApartment
"Yes, that is all the information I needed.",FindApartment
"Hi, could you find me an intermediate rental car for use till next friday please?",GetCarsAvailable
I will be picking up the car in SF at 1:30 pm on the 6th.,GetCarsAvailable
How much will this cost me?,GetCarsAvailable
Are there any alternatives available?,GetCarsAvailable
How much will this cost me?,GetCarsAvailable
That sounds great! Could you make a reservation for me?,ReserveCar
"Sure, this is fine with me.",ReserveCar
Could you help me find an apartment in that area too?,FindApartment
Just four will do.,FindApartment
"That sounds great! That is all I need, thanks!",FindApartment
Help me find a rental car.,GetCarsAvailable
I need it till 9th of this month and can pick it up at 12:00,GetCarsAvailable
I need to pick up in Walnut creek next monday,GetCarsAvailable
What would it cost me?,GetCarsAvailable
Are there any other cars available,GetCarsAvailable
That sounds perfect to me,GetCarsAvailable
"Yes, make the booking",ReserveCar
Sounds perfect to me.,ReserveCar
I also want to book a three bedroom apartment,FindApartment
Sounds good. That would be all.,FindApartment
I need a ride and I think that a car to rent would be the best way to satisfy my need,GetCarsAvailable
"yes, I'll keep it until thursday next week",GetCarsAvailable
I need it at afternoon 2,GetCarsAvailable
I want a small car from the 5th,GetCarsAvailable
"yes, it's fremont",GetCarsAvailable
I could use this one. let me have it,ReserveCar
it's exactly what I want,ReserveCar
How about looking for an apartment there? My only request is for it to have three bedrooms,ReserveCar
I love it already! Bye for now,FindApartment
I need to rent a car. Standard will do.,GetCarsAvailable
Make it 5 in the evening on the 1st in San Fran.,GetCarsAvailable
Next Monday would be good.,GetCarsAvailable
Great. Grab that baby.,ReserveCar
Thats correct. What does that come out to?,ReserveCar
Ok. How about an apartment in the area?,ReserveCar
Get me 4.,FindApartment
Ok. Keep going.,FindApartment
I think thats the one.,FindApartment
I want to find a rental car please,GetCarsAvailable
I need the car in Fremont ready on the 5th of this month at 19:30,GetCarsAvailable
I need it till next Thursday,GetCarsAvailable
"That sounds good, book that car",ReserveCar
"Yes, that's correct. How much is that?",ReserveCar
"OK, now help me find a 1 bed room 1 bath place",FindApartment
Can you find me some other apartments?,FindApartment
Do they allow pets? Are they furnished?,FindApartment
"OK, that's good for now. Thanks for your help",FindApartment
I would like to rent a car please.,GetCarsAvailable
I want a 15:30 pick up.,GetCarsAvailable
Until March 10th. In Sunnyvale please.,GetCarsAvailable
On next Monday.,GetCarsAvailable
What else do you have?,GetCarsAvailable
Sounds good to me.,GetCarsAvailable
"Yes, please do.",ReserveCar
"Perfect, thank you.",ReserveCar
I'd also like to find an apartment there.,FindApartment
Two bedrooms please.,FindApartment
Sounds like a nice one.,FindApartment
Could you please help me to find a rental car?,GetCarsAvailable
I want the car on 4th of this month in Sunnyvale. I will pick it up 12:30 pm.,GetCarsAvailable
I want to have the small car up to the 6th.,GetCarsAvailable
It is good. I wish to book the car.,ReserveCar
It is good.,ReserveCar
Thank you so much for your help. I wish to search for an apartment with 2 bed rooms.,ReserveCar
It is nice.,FindApartment
"I'm headed to Fremont on March 10th, and i'm going to need a Compact rental please.",GetCarsAvailable
I will need the car on the 9th of March.,GetCarsAvailable
2 pm would work great for me.,GetCarsAvailable
What would the cost be?,GetCarsAvailable
any other options?,GetCarsAvailable
That will work perfectly.,GetCarsAvailable
"Yes, please do.",ReserveCar
"Yes, you got it. please proceeed.",ReserveCar
"I'm definitely needing to find an apartment in that area, make sure it comes with three baths and allows pets please.",FindApartment
three bed rooms is a must.,FindApartment
"Yeah, that could work.",FindApartment
I'd like to look for a rental vehicle.,GetCarsAvailable
I'd like to pick up a vehicle at 2 in the afternoon in San Jose.,GetCarsAvailable
I require the vehicle from March 1st to March 5th.,GetCarsAvailable
That sounds wonderful; I'd like to book the vehicle.,ReserveCar
"Alright, that sounds wonderful.",ReserveCar
Thank you for your assistance; I'd like to look for a residence in the region.,ReserveCar
The residence ought to have 4 bed rooms.,FindApartment
"Alright, that residence sounds wonderful.",FindApartment
I'm tired of walking. Please help me rent a car.,GetCarsAvailable
I'll need it next Monday until the 11th of this month.,GetCarsAvailable
At afternoon 2 please.,GetCarsAvailable
In Fremont please.,GetCarsAvailable
It is. I want to reserve it.,ReserveCar
"Yes, it is.",ReserveCar
Thanks a lot. Help me find an apartment around there too.,ReserveCar
3 bedrooms please.,FindApartment
"It sounds awesome. Thanks, that's all I need.",FindApartment
I'm looking for a rental car.,GetCarsAvailable
I want to pick it up in San Francisco at half past 12 in the afternoon. I need it until next Tuesday.,GetCarsAvailable
I need it starting the 3rd.,GetCarsAvailable
What would the total cost be?,GetCarsAvailable
"Yeah, that sounds good. Go ahead and reserve please.",ReserveCar
"Yes, that's right.",ReserveCar
I'm also looking for a four bedroom apartment in the area.,FindApartment
What's their phone number? Do they allow pets?,FindApartment
"Yes, that works well. Thank you for the help.",FindApartment
My car is in the shop and I need a rental car.,GetCarsAvailable
I will need the car until the 12th of this month.,GetCarsAvailable
I would like to pick up the car in Walnut Creek on the 5th at five in the evening and return it on the 6th of this month.,GetCarsAvailable
"That sounds great, let's reserve this car.",ReserveCar
"Yes, that's great. What's the total cost?",ReserveCar
I would also like to search for a 3 bathroom apartment in this area that allows pets.,FindApartment
I need a 4 bedroom.,FindApartment
Is this apartment furnished?,FindApartment
What's the phone number for the property?,FindApartment
"Yes, that's great. That's all I need for now.",FindApartment
Help me find a rental car,GetCarsAvailable
I want it from 4th of march in Sunnyvale,GetCarsAvailable
I need it till 5th of march,GetCarsAvailable
"I am looking to pick it up at 5 o""clock in the evening",GetCarsAvailable
Sounds perfect to me,GetCarsAvailable
"Yes, do it.",ReserveCar
"Cool, what is the cost?",ReserveCar
I also need to find an apartment there,FindApartment
I want a four bedroom place,FindApartment
Sounds good. That would be all thanks!,FindApartment
I need a spacious rental car to pick up half past 1 in the afternoon on the 13th of March.,GetCarsAvailable
On the 9th of March.,GetCarsAvailable
Pick up in Fremont.,GetCarsAvailable
That works for me.,GetCarsAvailable
Yes book the car.,ReserveCar
"Yes, what is price?",ReserveCar
I need a pet friendly apartment with 2 baths.,FindApartment
I want 2 bedrooms.,FindApartment
Is it furnished.,FindApartment
What is contact?,FindApartment
That works for me.,FindApartment
Get me a car to rent.,GetCarsAvailable
"at 5 o""clock in the evening and I can return on the 14th. I need a medium-sized car.",GetCarsAvailable
I need it on the 8th from Concord.,GetCarsAvailable
What will that run me?,GetCarsAvailable
"Fine, set it up.",GetCarsAvailable
"yes, do it.",ReserveCar
I shall do it.,ReserveCar
Thanks so much.,ReserveCar
I need an apartment with 2 baths?,FindApartment
I need 3.,FindApartment
What phone is that? Is it furnished?,FindApartment
"Fine, I like that.",FindApartment
I need a rental from Concord until the 4th of this month.,GetCarsAvailable
On March 3rd.,GetCarsAvailable
I can get it at 12:00.,GetCarsAvailable
"fine, reserve it.",ReserveCar
Yes do that.,ReserveCar
How much please?,ReserveCar
"Fine, thanks. Great.",ReserveCar
Get an Apartment for me.,FindApartment
I need 4.,FindApartment
Fine I like that.,FindApartment
I need to rent a car.,GetCarsAvailable
San Fran is good.,GetCarsAvailable
I would like the car rental to begin at half past 12 in the afternoon the 3rd of this month and end on March 8th.,GetCarsAvailable
How much money will the rental cost?,GetCarsAvailable
That will be perfect.,GetCarsAvailable
Please reserve the vehicle.,ReserveCar
Permission to reserve allowed.,ReserveCar
I also need an apartment in the area with 2 baths.,ReserveCar
I am looking for 3 bedrooms.,FindApartment
That will be perfect.,FindApartment
I'm looking for a rental car.,GetCarsAvailable
I need to pick it up on San Jose and to keep it until the 8th of this month.,GetCarsAvailable
Starting on the 6th of this month. I want to pick it up at 6 in the evening.,GetCarsAvailable
"Yes, go ahead and reserve that.",ReserveCar
"Yes, that's exactly right.",ReserveCar
I also am looking for apartments near there.,ReserveCar
I need a three bedroom.,FindApartment
Can you look for other apartments?,FindApartment
"Yeah, that sounds nice.",FindApartment
"I'm looking for a full-size rental car in Toronto, Ontario.",GetCarsAvailable
I need it starting the 2nd of this month and ending the 4th of this month. I'm looking in SFO.,GetCarsAvailable
Picking up at 10:30.,GetCarsAvailable
How much would the cost be?,GetCarsAvailable
"That will work. Go ahead and reserve this car, please.",ReserveCar
"Yup, that's it.",ReserveCar
I also am looking for an apartment in that area. I need one bath.,FindApartment
One bedroom is fine.,FindApartment
"Yeah, that's helpful thank you.",FindApartment
I need a rental car,GetCarsAvailable
I need it from the 9th of March till March 11th with a 4:30 in the evening pickup,GetCarsAvailable
in the SF area,GetCarsAvailable
"OK, that's fine",GetCarsAvailable
"Yes, rent this car for me",ReserveCar
Yes that's right,ReserveCar
"Great, now help me find an apartment with 3 beds and two baths",ReserveCar
"OK, that's great",FindApartment
Looking for rental car,GetCarsAvailable
Make it up to 2 in the afternoon,GetCarsAvailable
I need it from tomorrow till March 6th I want it in walnut creek,GetCarsAvailable
That sounds great,GetCarsAvailable
Yes I do want to cook,ReserveCar
Yes that sounds good,ReserveCar
What's the total cost,ReserveCar
Thanks a lot for the help,ReserveCar
Look for some apartment in that area,FindApartment
It should have 2 bedrooms,FindApartment
Find some other apartments,FindApartment
Yes that sounds good,FindApartment
Find me a full-size rental in San Fran,GetCarsAvailable
I need it from 3rd of this month around 17:00 till Monday next week,GetCarsAvailable
That is good,GetCarsAvailable
"yes, please do",ReserveCar
"yes, thats correct. Whats the total cost?",ReserveCar
Find me a apartment there with three beds and three baths,FindApartment
"ok, thanks that all",FindApartment
Hello there. I need a means of travel. Can you find me a rental car?,GetCarsAvailable
From 16:30 on March 8th until the 11th of this month.,GetCarsAvailable
I want the large car in SF.,GetCarsAvailable
What'll it cost me in total?,GetCarsAvailable
Sounds good to me.,GetCarsAvailable
"Yes, I do.",ReserveCar
That's exactly what I want.,ReserveCar
I also would like to find an apartment there.,FindApartment
Three bedrooms.,FindApartment
What's the phone number?,FindApartment
Sounds good to me.,FindApartment
I would like to find rental cars.,GetCarsAvailable
I need the car till next Tuesday.,GetCarsAvailable
I need the car the 4th from San Jose pick up at 18:00.,GetCarsAvailable
Would there be any other cars available. I need it till Wednesday next week. I don't care what type of car.,GetCarsAvailable
What is the cost in total?,GetCarsAvailable
That is great. I'd like to reserve the car.,ReserveCar
That is great.,ReserveCar
I would like to find an apartment in the area.,FindApartment
I would like 2 bedrooms.,FindApartment
Will you find any other apartments with 2 baths.,FindApartment
"Yes, that apartment is good and that is all I need.",FindApartment
I want a rental car,GetCarsAvailable
saturday this week,GetCarsAvailable
7:30 in the evening,GetCarsAvailable
thursday next week,GetCarsAvailable
in concord works,GetCarsAvailable
that works for me,GetCarsAvailable
Yes I do,ReserveCar
yes that works,ReserveCar
it needs two rooms,ReserveCar
tell me phone,FindApartment
that is what I need,FindApartment
I would like to pick up a car rental the 1st at seven in the evening.,GetCarsAvailable
I want a rental at Walnut Creek until the 4th of this month.,GetCarsAvailable
How much will it cost?,GetCarsAvailable
How about a small car picked up at 4:30 pm.,GetCarsAvailable
How much does that one cost?,GetCarsAvailable
That's a good choice.,GetCarsAvailable
I would like the car rental.,ReserveCar
You have my permission to reserve the car.,ReserveCar
I also need an apartment close to the location.,FindApartment
I prefer three bedrooms.,FindApartment
That place will be perfect.,FindApartment
Find me a rental car in San Jose?,GetCarsAvailable
"I would like to pick up the car at 6 o""clock in the evening on 11th of March.",GetCarsAvailable
I want a large car till 14th of this month.,GetCarsAvailable
Find me it's total cost.,GetCarsAvailable
"Okay, That sounds good to me. Please reserve this car for me.",ReserveCar
"Yes, That is correct.",ReserveCar
Find me an apartment with one bath.,FindApartment
There should be 2 bedrooms in the apartment.,FindApartment
Can you confirm whether pets are allowed there?,FindApartment
Can you find me the contact number and whether the apartment is furnished?,FindApartment
"Okay, That apartment sounds good.",FindApartment
Can you help me locate a car rental on March 8th in Concord?,GetCarsAvailable
I would like to pick it up at twelve pm. I will return it on the 10th.,GetCarsAvailable
That sounds great. Please reserve that car.,ReserveCar
Yes it is. What is the total cost?,ReserveCar
Thanks. Can you help locate an apartment there?,ReserveCar
I want four bed rooms.,FindApartment
Is it furnished and do they allow pets?,FindApartment
That apartment sounds good.,FindApartment
Can you assist me in locating a rental car next Wednesday? I'll need an intermediate car until March 11th.,GetCarsAvailable
I'll be picking it up at 1 pm.,GetCarsAvailable
I want to pick it up in Atlanta.,GetCarsAvailable
How much will that cost?,GetCarsAvailable
What other cars are available? I'll need a car March 1st until March 2nd.,GetCarsAvailable
I'll need a car in Walnut Creek and will pick up at 2 in the afternoon. What other cars are available?,GetCarsAvailable
That will work.,GetCarsAvailable
"Yes, please book this rental.",ReserveCar
"Yes, that is correct.",ReserveCar
How much will this cost?,ReserveCar
Thank you for your help. Can you also help me find an apartment in that area?,ReserveCar
I need a two bedroom apartment.,FindApartment
What is the phone number?,FindApartment
Does this apartment come furnished?,FindApartment
Will you please locate another apartment?,FindApartment
That sounds like a great apartment. That is all I need. Thanks.,FindApartment
can you find me a rental car.,GetCarsAvailable
i want it from the 10th of march until the 11th?,GetCarsAvailable
i want a standard car in san jose that i can pick up at 16:30.,GetCarsAvailable
"that works, book it.",ReserveCar
yeah that works for me.,ReserveCar
what's the total cost gonna be?,ReserveCar
"thanks for that, can you find an apartment for me too?",ReserveCar
i want four bedrooms.,FindApartment
"that works. thanks, that's everything.",FindApartment
Can you find a rental car for me to travel with?,GetCarsAvailable
"I want to get it at 3 o""clock in the afternoon on the 9th of this month.",GetCarsAvailable
I want to get it in Sunnyvale and to keep it until the 10th of March.,GetCarsAvailable
Sounds good. I'd like to reserve it.,ReserveCar
"Yes, that sounds accurate.",ReserveCar
I'd also like to find an apartment in the area.,FindApartment
"2 bedrooms, please.",FindApartment
What number can I call to reach it? Is it pet friendly?,FindApartment
"Okay, good to know. Thank you, I need nothing else.",FindApartment
I need a rental car.,GetCarsAvailable
i want the car on Monday next week until next Friday in Sunnyvale.,GetCarsAvailable
i would prefer 3:30 pm.,GetCarsAvailable
What is the total cost?,GetCarsAvailable
Are there other options for March 3rd?,GetCarsAvailable
"OK, I would like to reserve it.",ReserveCar
"Ok, what is the cost.",ReserveCar
"Thanks a lot. I need a apartment, too.",ReserveCar
Three bedrooms and three bathrooms.,FindApartment
Is it furnished and are pets allowed?,FindApartment
"OK, that's all I need now.",FindApartment
I will be making a trip soon and to rent a car.,GetCarsAvailable
Look for something on the 10th of this month in Fremont.,GetCarsAvailable
look for a small car to pick up at 18:30 until the 12th of March.,GetCarsAvailable
That one sounds great. Please book it.,ReserveCar
That is correct. What is the cost of the car?,ReserveCar
Thanks a lot. I will take the chance and look for an apartment in there. Is there anything that has three bed rooms and three baths?,ReserveCar
"Sure, that one sounds nice.",FindApartment
Help me find a rental car,GetCarsAvailable
I need the car from Tuesday next week to 9th of this month,GetCarsAvailable
the pickup would be at 11:00,GetCarsAvailable
I want to pick it up from Walnut creek,GetCarsAvailable
"Cool, book it for me",ReserveCar
"Cool, what is the cost?",ReserveCar
"Thanks, I also need to find an apartment for me there",ReserveCar
